1		0.000033  
2		0.000023  
3		0.000026  
4		0.000027  
5		0.000029  
6		0.000022  
7		0.000029  
8		0.000029  
9		0.000028  
10		0.000022  
11		0.000030  
12		0.000022  
13		0.000026  
14		0.000030  
15		0.000025  
16		0.000028  
17		0.000037  
18		0.000025  
19		0.000037  
20		0.000022  
21		0.000025  
22		0.000024  
23		0.000027  
24		0.000028  
25		0.000022  
26		0.000032  
27		0.000027  
28		0.000031  
29		0.000030  
30		0.000026  
31		0.000029  
32		0.000023  
33		0.000036  
34		0.000027  
35		0.000027  
36		0.000039  
37		0.000030  
38		0.000027  
39		0.000029  
40		0.000028  
41		0.000023  
42		0.000022  
43		0.000027  
44		0.000032  
45		0.000031  
46		0.000032  
47		0.000039  
48		0.000031  
49		0.000023  
50		0.000029  
51		0.000026  
52		0.000023  
53		0.000034  
54		0.000025  
55		0.000027  
56		0.000026  
57		0.000025  
58		0.000023  
59		0.000022  
60		0.000034  
61		0.000027  
62		0.000027  
63		0.000027  
64		0.000031  
65		0.000033  
66		0.000024  
67		0.000023  
68		0.000027  
69		0.000022  
70		0.000025  
71		0.000025  
72		0.000025  
73		0.000027  
74		0.000030  
75		0.000022  
76		0.000021  
77		0.000025  
78		0.000025  
79		0.000034  
80		0.000024  
81		0.000025  
82		0.000028  
83		0.000028  
84		0.000028  
85		0.000037  
86		0.000024  
87		0.000028  
88		0.000022  
89		0.000022  
90		0.000022  
91		0.000026  
92		0.000031  
93		0.000028  
94		0.000026  
95		0.000027  
96		0.000027  
97		0.000027  
98		0.000031  
99		0.000022  
100		0.000037  
101		0.000023  
102		0.000031  
103		0.000028  
104		0.000030  
105		0.000030  
106		0.000022  
107		0.000034  
108		0.000029  
109		0.000023  
110		0.000031  
111		0.000026  
112		0.000024  
113		0.000023  
114		0.000027  
115		0.000027  
116		0.000032  
117		0.000027  
118		0.000022  
119		0.000027  
120		0.000023  
121		0.000032  
122		0.000039  
123		0.000023  
124		0.000023  
125		0.000022  
126		0.000030  
127		0.000022  
128		0.000026  
129		0.000026  
130		0.000029  
131		0.000022  
132		0.000025  
133		0.000029  
134		0.000034  
135		0.000026  
136		0.000032  
137		0.000026  
138		0.000025  
139		0.000026  
140		0.000029  
141		0.000029  
142		0.000022  
143		0.000031  
144		0.000027  
145		0.000024  
146		0.000027  
147		0.000028  
148		0.000035  
149		0.000031  
150		0.000027  
151		0.000037  
152		0.000022  
153		0.000022  
154		0.000027  
155		0.000032  
156		0.000024  
157		0.000027  
