1		0.000041  
2		0.000022  
3		0.000038  
4		0.000023  
5		0.000036  
6		0.000027  
7		0.000034  
8		0.000027  
9		0.000026  
10		0.000027  
11		0.000026  
12		0.000027  
13		0.000022  
14		0.000022  
15		0.000027  
16		0.000026  
17		0.000026  
18		0.000023  
19		0.000028  
20		0.000023  
21		0.000026  
22		0.000030  
23		0.000027  
24		0.000026  
25		0.000026  
26		0.000022  
27		0.000023  
28		0.000026  
29		0.000027  
30		0.000026  
31		0.000026  
32		0.000032  
33		0.000022  
34		0.000023  
35		0.000034  
36		0.000027  
37		0.000026  
38		0.000031  
39		0.000026  
40		0.000026  
41		0.000021  
42		0.000025  
43		0.000029  
44		0.000025  
45		0.000025  
46		0.000032  
47		0.000030  
48		0.000025  
49		0.000026  
50		0.000025  
51		0.000033  
52		0.000022  
53		0.000024  
54		0.000023  
55		0.000023  
56		0.000028  
57		0.000026  
58		0.000026  
59		0.000022  
60		0.000022  
61		0.000030  
62		0.000029  
63		0.000030  
64		0.000026  
65		0.000033  
66		0.000027  
67		0.000049  
68		0.000047  
69		0.000029  
70		0.000034  
71		0.000026  
72		0.000026  
73		0.000027  
74		0.000027  
75		0.000027  
76		0.000026  
77		0.000026  
78		0.000026  
79		0.000023  
80		0.000026  
81		0.000030  
82		0.000029  
83		0.000037  
84		0.000037  
85		0.000022  
86		0.000029  
87		0.000022  
88		0.000027  
89		0.000026  
90		0.000031  
91		0.000022  
92		0.000031  
93		0.000026  
94		0.000023  
95		0.000029  
96		0.000025  
97		0.000033  
98		0.000022  
99		0.000029  
100		0.000025  
101		0.000025  
102		0.000026  
103		0.000037  
104		0.000026  
105		0.000024  
106		0.000025  
107		0.000025  
108		0.000021  
109		0.000021  
110		0.000022  
111		0.000031  
112		0.000023  
113		0.000029  
114		0.000032  
115		0.000021  
116		0.000025  
117		0.000027  
118		0.000026  
119		0.000025  
120		0.000025  
121		0.000029  
122		0.000028  
123		0.000021  
124		0.000022  
125		0.000021  
126		0.000028  
127		0.000031  
128		0.000025  
129		0.000021  
130		0.000028  
131		0.000027  
132		0.000028  
133		0.000038  
134		0.000026  
135		0.000030  
136		0.000027  
137		0.000022  
138		0.000025  
139		0.000028  
140		0.000023  
141		0.000036  
142		0.000027  
143		0.000029  
144		0.000025  
145		0.000034  
146		0.000023  
147		0.000022  
148		0.000024  
149		0.000023  
150		0.000040  
151		0.000023  
152		0.000034  
153		0.000034  
154		0.000027  
155		0.000033  
156		0.000029  
157		0.000028  
158		0.000030  
159		0.000040  
160		0.000035  
161		0.000036  
162		0.000024  
163		0.000027  
164		0.000023  
165		0.000026  
166		0.000027  
167		0.000026  
168		0.000027  
169		0.000022  
170		0.000035  
171		0.000022  
172		0.000027  
173		0.000026  
174		0.000027  
175		0.000026  
176		0.000026  
177		0.000024  
178		0.000025  
179		0.000024  
180		0.000025  
181		0.000024  
182		0.000025  
183		0.000025  
184		0.000028  
185		0.000025  
186		0.000036  
187		0.000027  
188		0.000023  
189		0.000027  
190		0.000024  
191		0.000021  
192		0.000026  
193		0.000022  
194		0.000030  
195		0.000026  
196		0.000028  
197		0.000027  
198		0.000039  
199		0.000030  
200		0.000023  
201		0.000035  
202		0.000025  
203		0.000023  
204		0.000031  
205		0.000034  
206		0.000031  
207		0.000038  
